#waveobs	flux	err
395.0	0.0	0.0
395.01	0.48659420348862487	0.0
395.02	0.4605581251913224	0.0
395.03	0.4293784270173616	0.0
395.03999999999996	0.3952520895954434	0.0
395.04999999999995	0.36212156719060046	0.0
395.05999999999995	0.33417806109397596	0.0
395.06999999999994	0.31385836358023006	0.0
395.0799999999999	0.3010706652426461	0.0
395.0899999999999	0.29402473314417904	0.0
395.0999999999999	0.29058838996535674	0.0
395.1099999999999	0.28914492842644174	0.0
395.1199999999999	0.28871068166553865	0.0
395.1299999999999	0.2886129415852481	0.0
395.1399999999999	0.28815991268621305	0.0
395.14999999999986	0.28653565875878206	0.0
395.15999999999985	0.2829201782492954	0.0
395.16999999999985	0.27667681019693924	0.0
395.17999999999984	0.26748212338755667	0.0
395.1899999999998	0.2554133606185821	0.0
395.1999999999998	0.24103889950729393	0.0
395.2099999999998	0.22544284667170575	0.0
395.2199999999998	0.21008453123804283	0.0
395.2299999999998	0.1965330940460462	0.0
395.2399999999998	0.18621331550651798	0.0
395.2499999999998	0.18022485588289747	0.0
395.25999999999976	0.1791990231605921	0.0
395.26999999999975	0.18317373747545415	0.0
395.27999999999975	0.19155350710140256	0.0
395.28999999999974	0.20324654556262395	0.0
395.2999999999997	0.21696315095102725	0.0
395.3099999999997	0.23150842872200694	0.0
395.3199999999997	0.24590192067920946	0.0
395.3299999999997	0.25934042713688227	0.0
395.3399999999997	0.2711639296968123	0.0
395.3499999999997	0.28091516070331	0.0
395.3599999999997	0.28842830653672186	0.0
395.36999999999966	0.293844016842115	0.0
395.37999999999965	0.29751954300059574	0.0
395.38999999999965	0.29987254048000717	0.0
395.39999999999964	0.30122691172866783	0.0
395.4099999999996	0.3017263304012079	0.0
395.4199999999996	0.3013445755156267	0.0
395.4299999999996	0.29996606327744246	0.0
395.4399999999996	0.2974801211897891	0.0
395.4499999999996	0.29385582827160306	0.0
395.4599999999996	0.2891949793015464	0.0
395.4699999999996	0.2837462933186961	0.0
395.47999999999956	0.27784821919058966	0.0
395.48999999999955	0.27181118024916096	0.0
395.49999999999955	0.2658049163786222	0.0
395.50999999999954	0.2598070226444448	0.0
395.5199999999995	0.2536142051422577	0.0
395.5299999999995	0.24688872802422065	0.0
395.5399999999995	0.23922779877599065	0.0
395.5499999999995	0.23026477336270162	0.0
395.5599999999995	0.21979408092799088	0.0
395.5699999999995	0.2078641576544859	0.0
395.5799999999995	0.19477594152099476	0.0
395.58999999999946	0.1809982761575014	0.0
395.59999999999945	0.16707999845618385	0.0
395.60999999999945	0.15360502259689843	0.0
395.61999999999944	0.1411664462880403	0.0
395.6299999999994	0.13034363351012593	0.0
395.6399999999994	0.12170026241565696	0.0
395.6499999999994	0.11577585541767774	0.0
395.6599999999994	0.11299058575440693	0.0
395.6699999999994	0.11345080726225294	0.0
395.6799999999994	0.11677044764738331	0.0
395.6899999999994	0.12205341881361394	0.0
395.69999999999936	0.12808128735531976	0.0
395.70999999999935	0.13361555849806836	0.0
395.71999999999935	0.1376624079663284	0.0
395.72999999999934	0.13960087256558498	0.0
395.7399999999993	0.1391835023275479	0.0
395.7499999999993	0.136475759324351	0.0
395.7599999999993	0.13178412009503876	0.0
395.7699999999993	0.1255970759061393	0.0
395.7799999999993	0.11854921124435834	0.0
395.7899999999993	0.11138649350163528	0.0
395.7999999999993	0.10488941712846177	0.0
395.80999999999926	0.09975063390592892	0.0
395.81999999999925	0.09645999861166911	0.0
395.82999999999925	0.09524303156437722	0.0
395.83999999999924	0.09604730106596558	0.0
395.8499999999992	0.09855173023885874	0.0
395.8599999999992	0.10219824905733266	0.0
395.8699999999992	0.10626338098297401	0.0
395.8799999999992	0.10997541959766093	0.0
395.8899999999992	0.11266056172305444	0.0
395.8999999999992	0.1138799675350797	0.0
395.9099999999992	0.11350325425616412	0.0
395.91999999999916	0.11167907670603414	0.0
395.92999999999915	0.10871994920840149	0.0
395.93999999999915	0.10496877386424172	0.0
395.94999999999914	0.10070993641294239	0.0
395.9599999999991	0.09614196550879309	0.0
395.9699999999991	0.09139023660117089	0.0
395.9799999999991	0.08653074862346588	0.0
395.9899999999991	0.08160853945337149	0.0
395.9999999999991	0.07664796983642394	0.0
396.0099999999991	0.07165867141348328	0.0
396.0199999999991	0.06664122539595434	0.0
396.02999999999906	0.0615939278549284	0.0
396.03999999999905	0.05651927604331523	0.0
396.04999999999905	0.051428475109910485	0.0
396.05999999999904	0.046344772259167354	0.0
396.069999999999	0.04130851921350102	0.0
396.079999999999	0.036384966558745166	0.0
396.089999999999	0.03167103879788118	0.0
396.099999999999	0.027294895146174964	0.0
396.109999999999	0.02340512558045302	0.0
396.119999999999	0.020152439331017104	0.0
396.129999999999	0.017670491878984767	0.0
396.13999999999896	0.016061644688855244	0.0
396.14999999999895	0.015389467360455997	0.0
396.15999999999894	0.015675422726571835	0.0
396.16999999999894	0.016894678749046717	0.0
396.1799999999989	0.01896737204613753	0.0
396.1899999999989	0.021748635749615133	0.0
396.1999999999989	0.025030482833803467	0.0
396.2099999999989	0.028570965873620985	0.0
396.2199999999989	0.03215108871462264	0.0
396.2299999999989	0.03563533517815149	0.0
396.2399999999989	0.03900128327894335	0.0
